ID,Loại,SKU,"GTIN, UPC, EAN hoặc ISBN",Tên,"Đã xuất bản","Là sản phẩm nổi bật?","Hiển thị trong danh mục","Mô tả ngắn","Mô tả","Ngày bắt đầu giá khuyến mãi","Ngày kết thúc giá khuyến mãi","Trạng thái thuế","Lớp thuế","Còn hàng?","Tồn kho","Số lượng sắp hết hàng","Cho phép đặt hàng trước?","Bán riêng lẻ?","Cân nặng (kg)","Chiều dài (cm)","Chiều rộng (cm)","Chiều cao (cm)","Cho phép khách hàng đánh giá?","Ghi chú mua hàng","Giá khuyến mãi","Giá thông thường","Danh mục",Thẻ,"Lớp vận chuyển","Hình ảnh","Giới hạn tải xuống","Ngày hết hạn tải xuống",Cha,"Sản phẩm theo nhóm","Bán thêm","Bán chéo","URL bên ngoài","Văn bản nút","Vị trí","Thương hiệu","Sản Phẩm Thương Hiệu","Tên thuộc tính 1","Giá trị thuộc tính 1","Thuộc tính hiển thị 1","Thuộc tính chung 1"
253,variable,AMD-PSJ-958,,"Nến thơm cao cấp| Nến kể chuyện | A cup of peace",1,1,visible,"A Cup Of Peace y như tên gọi Một tách bình yên giúp bạn thư giãn, tâm trí dịu lại và cảm nhận hiện tại.","<h4>Về sản phẩm</h4>
\n<td>Việt Nam</td>
\n</tr>
\n</tbody>
\n</table>",,,taxable,,1,99,,notify,0,0.500,,,,1,,,,"Nến thơm cao cấp > Nến kể chuyện, Nến thơm cao cấp",,,"https://nghikigai.com/wp-content/uploads/2023/10/tai-xuong-3.webp, https://nghikigai.com/wp-content/uploads/2025/09/NKC-Lost-in-calm-forest-01.webp",,,,,,,,,0,,,Size,"100g, 220g",1,0
1972,variation,,,"Nến thơm cao cấp| Nến kể chuyện | Lost in calm forest - 100g",1,0,visible,,,,,taxable,parent,1,,,0,0,0.1,,,,0,,,150000,,,,https://nghikigai.com/wp-content/uploads/2025/09/IMG_9650-scaled-jpg.webp,,,AMD-PSJ-958-3-1-1-1-1,,,,,,1,,,Size,100g,,0
1973,variation,,,"Nến thơm cao cấp| Nến kể chuyện | Lost in calm forest - 220g",1,0,visible,,,,,taxable,parent,1,,,0,0,0.22,,,,0,,,320000,,,,https://nghikigai.com/wp-content/uploads/2025/09/NKC-Lost-in-calm-forest-01.webp,,,AMD-PSJ-958-3-1-1-1-1,,,,,,2,,,Size,220g,,0
1975,variable,AMD-PSJ-958-3-1-1-1-1-1,,"Nến thơm cao cấp| Nến kể chuyện | Reply 1989",1,1,visible,"Nến kể chuyện Reply 1989 (Thanh xuân rực rỡ) là hũ nến dành cho những tâm hồn hoài niệm, có một tuổi trẻ đầy ắp tiếng cười giòn tan, thời gian và ngập tràn sức sống.","<h4>Về sản phẩm</h4>
\n<p class=""QN2lPu"">Nến kể chuyện Nghikigai 𝗥𝗲𝗽𝗹𝘆 𝟭𝟵𝟴𝟵 (Thanh xuân rực rỡ) là hũ nến dành cho những tâm hồn hoài niệm, có một tuổi trẻ đầy ắp tiếng cười giòn tan, thời gian và ngập tràn sức sống. Như một cái chớp mắt, bạn thấy mình như sống lại những ngày tắm dưới cơn mưa hay nhảy múa mà không ngại ngần ai đang dò xét. Bạn thấy mình đã sống đáng một thời đáng sống.</p>
\n<p class=""QN2lPu"">Mùi hương chủ đạo: Garden Watermelon (Dưa hấu trong vườn)</p>
\n
\n<table class=""bordered"">
\n<tbody>
\n<tr>
\n<th colspan=""2"">CHI TIẾT SẢN PHẨM</th>
\n</tr>
\n<tr>
\n<td style=""width: 150px;""><strong>Thành phần</strong></td>
\n<td>Sáp cọ, sáp ong, tinh dầu Mỹ cao cấp</td>
\n</tr>
\n<tr>
\n<td style=""width: 150px;""><strong>Khối lượng</strong></td>
\n<td>100g/220g</td>
\n</tr>
\n<tr>
\n<td style=""width: 150px;""><strong>Chất liệu hủ</strong></td>
\n<td>Thuỷ tinh</td>
\n</tr>
\n<tr>
\n<td style=""width: 150px;""><strong>Nơi sản xuất</strong></td>
\n<td>Việt Nam</td>
\n</tr>
\n</tbody>
\n</table>",,,taxable,,1,99,,notify,0,0.500,,,,1,,,,"Nến thơm cao cấp > Nến kể chuyện, Nến thơm cao cấp",,,"https://nghikigai.com/wp-content/uploads/2023/10/tai-xuong.webp, https://nghikigai.com/wp-content/uploads/2025/09/NKC-Reply-1989-01-e1758947519128.webp",,,,,,,,,0,,,Size,"100g, 220g",1,0
1976,variation,,,"Nến thơm cao cấp| Nến kể chuyện | Reply 1989 - 100g",1,0,visible,,,,,taxable,parent,1,,,0,0,0.1,,,,0,,,150000,,,,https://nghikigai.com/wp-content/uploads/2025/09/IMG_9650-scaled-jpg.webp,,,AMD-PSJ-958-3-1-1-1-1-1,,,,,,1,,,Size,100g,,0
1977,variation,,,"Nến thơm cao cấp| Nến kể chuyện | Reply 1989 - 220g",1,0,visible,,,,,taxable,parent,1,,,0,0,0.22,,,,0,,,320000,,,,https://nghikigai.com/wp-content/uploads/2025/09/NKC-Reply-1989-01-e1758947519128.webp,,,AMD-PSJ-958-3-1-1-1-1-1,,,,,,2,,,Size,220g,,0
1979,variable,AMD-PSJ-958-3-1-1-1-1-1-1,,"Nến thơm cao cấp| Nến kể chuyện | In case of disconnection",1,1,visible,"Với mùi hương Vanilla như mùi bánh nhẹ nhàng không gắt, In case of disconnection mang lại cảm giác an toàn để bạn tự bảo vệ cảm xúc của chính mình.","<h4>Về sản phẩm</h4>
\n<p class=""QN2lPu"">Nến kể chuyện In case of disconnection của Nghikigai - Khi bạn mất kết nối</p>
\n<p class=""QN2lPu"">Làm việc cường độ cao trong thời gian quá dài, sẽ tới lúc bạn rơi vô trạng thái ngắt kết nối. Với mùi hương Vanilla như mùi bánh nhẹ nhàng không gắt, In case of disconnection mang lại cảm giác an toàn để bạn tự bảo vệ cảm xúc của chính mình.</p>
\n<p class=""QN2lPu"">Phù hợp với người:</p>
\n
\n<ul>
\n 	<li class=""QN2lPu"">Đang ở trạng thái kiệt sức, burnout, muốn từ bỏ</li>
\n 	<li class=""QN2lPu"">Cần ngẫm nghĩ để ra quyết định quan trọng</li>
\n 	<li class=""QN2lPu"">Mất kết nối, giảm kỳ vọng, nhìn mọi thứ vô nghĩa</li>
\n</ul>
\n<table class=""bordered"">
\n<tbody>
\n<tr>
\n<th colspan=""2"">CHI TIẾT SẢN PHẨM</th>
\n</tr>
\n<tr>
\n<td style=""width: 150px;""><strong>Thành phần</strong></td>
\n<td>Sáp cọ, sáp ong, tinh dầu Mỹ cao cấp</td>
\n</tr>
\n<tr>
\n<td style=""width: 150px;""><strong>Khối lượng</strong></td>
\n<td>100g/220g</td>
\n</tr>
\n<tr>
\n<td style=""width: 150px;""><strong>Chất liệu hủ</strong></td>
\n<td>Thuỷ tinh</td>
\n</tr>
\n<tr>
\n<td style=""width: 150px;""><strong>Nơi sản xuất</strong></td>
\n<td>Việt Nam</td>
\n</tr>
\n</tbody>
\n</table>",,,taxable,,1,100,,notify,0,0.500,,,,1,,,,"Nến thơm cao cấp > Nến kể chuyện, Nến thơm cao cấp",,,"https://nghikigai.com/wp-content/uploads/2023/10/tai-xuong-4.webp, https://nghikigai.com/wp-content/uploads/2025/09/NKC-In-case-of-disconnection-01.webp",,,,,,,,,0,,,Size,"100g, 220g",1,0
1980,variation,,,"Nến thơm cao cấp| Nến kể chuyện | In case of disconnection - 100g",1,0,visible,,,,,taxable,parent,1,,,0,0,0.1,,,,0,,,150000,,,,https://nghikigai.com/wp-content/uploads/2025/09/IMG_9650-scaled-jpg.webp,,,AMD-PSJ-958-3-1-1-1-1-1-1,,,,,,1,,,Size,100g,,0
1981,variation,,,"Nến thơm cao cấp| Nến kể chuyện | In case of disconnection - 220g",1,0,visible,,,,,taxable,parent,1,,,0,0,0.22,,,,0,,,320000,,,,https://nghikigai.com/wp-content/uploads/2025/09/NKC-In-case-of-disconnection-01.webp,,,AMD-PSJ-958-3-1-1-1-1-1-1,,,,,,2,,,Size,220g,,0
1983,variable,AMD-PSJ-958-3-1-1-1-1-1-1-1,,"Nến thơm cao cấp| Nến decor | Matcha Latte & Cà phê sữa",1,1,visible,"Nến decor không chỉ đẹp mắt mà còn mang hương thơm thanh tao, dịu nhẹ, mang đến cảm giác thư giãn và tươi mát như đang tận hưởng một khoảnh khắc bình yên.","<h4>Về sản phẩm</h4>
\nNến decor được chế tác tinh tế, mô phỏng chân thực một ly matcha latte với hai tầng màu sắc hài hòa: lớp ""sữa"" trắng mịn ở dưới và lớp ""matcha"" xanh tươi ở trên. Những khối ""đá"" trong suốt cùng lớp ""bọt sữa"" nhẹ nhàng giúp sản phẩm trông như một ly matcha latte thực thụ.
\n
\nMàu sắc trang nhã, kết hợp giữa trắng và xanh lá, tạo cảm giác tươi mát, thanh lịch, phù hợp với mọi không gian.
\n
\n<strong>Hương thơm: </strong>
\n<ul>
\n 	<li>Mattcha Latte: Nhẹ nhàng như một buổi chiều ghé vào quán trà, hương matcha thanh mát, béo nhẹ lan tỏa khắp không gian. Nến Ly Matcha Latte tái hiện cảm giác thư thái và trong lành, đưa bạn như lạc vào tiệm trà yên bình. Thiết kế như một ly matcha latte thật, vừa tinh tế để decor, vừa mang lại trải nghiệm hương thơm tươi mới, dễ chịu cho tâm trí.</li>
\n 	<li>Cà phê sữa: Hãy tưởng tượng bạn vừa bước vào một tiệm cà phê nhỏ, nơi hương thơm ngọt ngào và đậm đà của những hạt cà phê mới rang tràn ngập không gian. Nến Ly Cà Phê của Nghikigai tái hiện trọn vẹn cảm giác đó – ấm áp, gần gũi và đầy năng lượng. Với thiết kế như một ly cà phê thật, ngọn nến không chỉ là món decor độc đáo mà còn mang đến mùi hương chân thực, giúp bạn khởi đầu ngày mới sảng khoái hay tận hưởng những phút giây thư giãn như đang ngồi trong quán cà phê quen thuộc.</li>
\n</ul>
\n<strong>Điểm nổi bật:</strong>
\n<ul>
\n 	<li>Không chỉ là nến thơm, sản phẩm còn là món trang trí tinh tế, thích hợp đặt tại góc cà phê, phòng khách hoặc không gian làm việc, mang lại sự thư giãn và nhẹ nhàng.</li>
\n 	<li>Là món quà độc đáo dành cho những ai yêu thích vẻ đẹp của matcha và hương thơm thanh mát của lá trà, gửi gắm thông điệp ngọt ngào và bình yên.</li>
\n</ul>
\n<table class=""bordered"" style=""height: 155px;"" width=""906"">
\n<tbody>
\n<tr>
\n<th colspan=""2""><span style=""font-weight: 400;"">CHI TIẾT SẢN PHẨM</span></th>
\n</tr>
\n<tr>
\n<td style=""width: 150px;"">Thành phần</td>
\n<td>Sáp cọ, sáp ong, tinh dầu Mỹ cao cấp</td>
\n</tr>
\n<tr>
\n<td style=""width: 150px;"">Khối lượng</td>
\n<td>200g</td>
\n</tr>
\n<tr>
\n<td style=""width: 150px;"">Chất liệu ly</td>
\n<td>Thuỷ tinh</td>
\n</tr>
\n<tr>
\n<td style=""width: 150px;"">Nơi sản xuất</td>
\n<td>Việt Nam</td>
\n</tr>
\n</tbody>
\n</table>",,,taxable,,1,100,,notify,0,0.500,,,,1,,,,"Nến thơm cao cấp > Nến decor, Nến thơm cao cấp",,,"https://nghikigai.com/wp-content/uploads/2025/09/Nen-Matcha-Latte-01-1.webp, https://nghikigai.com/wp-content/uploads/2025/09/vn-11134207-7ras8-m60nkfss6d0700@resize_w900_nl.webp, https://nghikigai.com/wp-content/uploads/2025/09/vn-11134207-7ras8-m60nkfss3jvb2d.webp, https://nghikigai.com/wp-content/uploads/2025/09/vn-11134207-7ra0g-m6oveuz1x454a6-e1760539923985.webp, https://nghikigai.com/wp-content/uploads/2025/09/vn-11134207-7ra0g-m6ovdgffvyjl31.webp, https://nghikigai.com/wp-content/uploads/2025/09/vn-11134207-7ras8-m60nt0xbuhbqe2@resize_w900_nl.webp",,,,,,,,,0,,,"Mùi hương","Matcha Latte, Cà phê sữa",1,0
1985,variation,,,"Nến thơm cao cấp| Nến decor | Matcha Latte & Cà phê sữa - Matcha Latte",1,0,visible,,"Dù là ly matcha latte, nhưng nến lại mang hương trà thanh tao, dịu nhẹ, mang đến cảm giác thư giãn và tươi mát như đang tận hưởng một khoảnh khắc bình yên.",,,taxable,parent,1,,,0,0,0.2,,,,0,,,250000,,,,https://nghikigai.com/wp-content/uploads/2025/09/vn-11134207-7ras8-m60nkfss6d0700@resize_w900_nl.webp,,,AMD-PSJ-958-3-1-1-1-1-1-1-1,,,,,,2,,,"Mùi hương","Matcha Latte",,0
1992,variation,,,"Nến thơm cao cấp| Nến decor | Matcha Latte & Cà phê sữa - Cà phê sữa",1,0,visible,," 
\n 	
\nHãy tưởng tượng bạn vừa bước vào một tiệm cà phê nhỏ, nơi hương thơm ngọt ngào và đậm đà của những hạt cà phê mới rang tràn ngập không gian. Nến Ly Cà Phê của Nghikigai tái hiện trọn vẹn cảm giác đó – ấm áp, gần gũi và đầy năng lượng. Với thiết kế như một ly cà phê thật, ngọn nến không chỉ là món decor độc đáo mà còn mang đến mùi hương chân thực, giúp bạn khởi đầu ngày mới sảng khoái hay tận hưởng những phút giây thư giãn như đang ngồi trong quán cà phê quen thuộc.",,,taxable,parent,1,,,0,0,0.2,,,,0,,,250000,,,,https://nghikigai.com/wp-content/uploads/2025/09/vn-11134207-7ras8-m60nt0xbuhbqe2@resize_w900_nl.webp,,,AMD-PSJ-958-3-1-1-1-1-1-1-1,,,,,,1,,,"Mùi hương","Cà phê sữa",,0
1994,variable,AMD-PSJ-958-3-1-1-1-1-1-1-2,,"Nến thơm cao cấp| Nến thông điệp",1,1,visible,"Loại nến thông điệp được yêu thích bởi nó thay chúng ta nói lời yêu thương theo cách đỡ ngại ngùng nhất.","<h4>Về sản phẩm</h4>
\nNgộ nghĩnh ở chỗ đi comment dạo thì dễ đùa dễ giỡn, còn lúc cần nghiêm túc nói lời thật lòng với người thân, người thương thì lại không biết làm sao để mở lời.
\n
\nChắc vì vậy mà nến thông điệp trở thành món quà rất phổ biến thời gian gần đây.
\n
\nCó bạn đặt nến thông điệp để gửi một lời chúc sinh nhật, có bạn gửi đến ba mẹ, người mình quý mến. Những lời bạn không thể nói thì nến thông điệp sẽ thay bạn chuyển lời. Còn không thì bạn vẫn có thể tự tặng cho bản thân một hủ nến thông điệp ngẫu nhiên, để xem xem vũ trụ đang muốn nhắn nhủ gì đến bạn.😊
\n
\n💖 Mùi hương đa dạng tông gỗ, hoa, thảo mộc...
\n
\n💖 Gói quà dễ thương, chỉn chu đến người nhận.
\n
\n💖 Inbox nếu bạn không muốn random, và muốn biết trước những thông điệp ngẫu nhiên có sẵn tại tiệm, hoặc nếu bạn đặt custom riêng cho thông điệp nha!
\n
\nThông điệp có thể được viết tay và Nghikigai sẽ gửi gắm vào hũ nến. Có nhiều mùi hương để bạn chọn cho hũ nến đặc biệt này.
\n
\nNến vừa thơm lại vừa ý nghĩa nhẹ nhàng, mình nghĩ trong đầu bạn đã có hình ảnh của người muốn tặng rồi.
\n<p class=""QN2lPu"">Chỉ sau 5 phút đốt lên, những dòng tâm tư được gửi gắm bên dưới lớp sáp mịn dần hiện lên. Loại nến thông điệp được yêu thích không kém Nến Kể Chuyện bởi nó thay chúng ta nói lời yêu thương theo cách đỡ ngại ngùng nhất.</p>
\n
\n<table class=""bordered"">
\n<tbody>
\n<tr>
\n<th colspan=""2""><span style=""font-weight: 400;"">CHI TIẾT SẢN PHẨM</span></th>
\n</tr>
\n<tr>
\n<td style=""width: 150px;"">Thành phần</td>
\n<td>Sáp cọ, sáp ong, tinh dầu Mỹ cao cấp</td>
\n</tr>
\n<tr>
\n<td style=""width: 150px;"">Khối lượng</td>
\n<td>100g/220g</td>
\n</tr>
\n<tr>
\n<td style=""width: 150px;"">Chất liệu hủ</td>
\n<td>Thuỷ tinh</td>
\n</tr>
\n<tr>
\n<td style=""width: 150px;"">Nơi sản xuất</td>
\n<td>Việt Nam</td>
\n</tr>
\n</tbody>
\n</table>",,,taxable,,1,100,,notify,0,0.500,,,,1,,,,"Nến thơm cao cấp, Nến thơm cao cấp > Nến thông điệp",,,"https://nghikigai.com/wp-content/uploads/2025/09/vn-11134207-7ras8-m4r8tx0g53ifbc-1.webp, https://nghikigai.com/wp-content/uploads/2025/09/vn-11134207-7ras8-m52o0fr32ng638.webp, https://nghikigai.com/wp-content/uploads/2025/09/vn-11134207-7ras8-m3ejjbbborlh87.webp, https://nghikigai.com/wp-content/uploads/2025/09/tai-xuong.webp, https://nghikigai.com/wp-content/uploads/2025/09/tai-xuong-5.webp, https://nghikigai.com/wp-content/uploads/2025/09/tai-xuong-4.webp, https://nghikigai.com/wp-content/uploads/2025/09/tai-xuong-3.webp, https://nghikigai.com/wp-content/uploads/2025/09/tai-xuong-2.webp, https://nghikigai.com/wp-content/uploads/2025/09/tai-xuong-1.webp, https://nghikigai.com/wp-content/uploads/2025/09/vn-11134207-7ras8-m52loxtzvfurcd.webp",,,,,,,,,0,,,Size,"100g, 220g",1,0
1995,variation,,,"Nến thơm cao cấp| Nến thông điệp - 100g",1,0,visible,,,,,taxable,parent,1,,,0,0,0.1,,,,0,,,195000,,,,,,,AMD-PSJ-958-3-1-1-1-1-1-1-2,,,,,,1,,,Size,100g,,0
1996,variation,,,"Nến thơm cao cấp| Nến thông điệp - 220g",1,0,visible,,,,,taxable,parent,1,,,0,0,0.22,,,,0,,,390000,,,,,,,AMD-PSJ-958-3-1-1-1-1-1-1-2,,,,,,2,,,Size,220g,,0
2010,variable,AMD-PSJ-958-3-1-1-1-1-1-1-1-1,,"Nến thơm cao cấp| Nến decor | Matcha Latte & Cà phê sữa (Sao chép)",-1,1,visible,"Nến decor không chỉ đẹp mắt mà còn mang hương thơm thanh tao, dịu nhẹ, mang đến cảm giác thư giãn và tươi mát như đang tận hưởng một khoảnh khắc bình yên.","<h4>Về sản phẩm</h4>
\nNến decor được chế tác tinh tế, mô phỏng chân thực một ly matcha latte với hai tầng màu sắc hài hòa: lớp ""sữa"" trắng mịn ở dưới và lớp ""matcha"" xanh tươi ở trên. Những khối ""đá"" trong suốt cùng lớp ""bọt sữa"" nhẹ nhàng giúp sản phẩm trông như một ly matcha latte thực thụ.
\n
\nMàu sắc trang nhã, kết hợp giữa trắng và xanh lá, tạo cảm giác tươi mát, thanh lịch, phù hợp với mọi không gian.
\n
\n<strong>Hương thơm: </strong>
\n<ul>
\n 	<li>Mattcha Latte: Nhẹ nhàng như một buổi chiều ghé vào quán trà, hương matcha thanh mát, béo nhẹ lan tỏa khắp không gian. Nến Ly Matcha Latte tái hiện cảm giác thư thái và trong lành, đưa bạn như lạc vào tiệm trà yên bình. Thiết kế như một ly matcha latte thật, vừa tinh tế để decor, vừa mang lại trải nghiệm hương thơm tươi mới, dễ chịu cho tâm trí.</li>
\n 	<li>Cà phê sữa: Hãy tưởng tượng bạn vừa bước vào một tiệm cà phê nhỏ, nơi hương thơm ngọt ngào và đậm đà của những hạt cà phê mới rang tràn ngập không gian. Nến Ly Cà Phê của Nghikigai tái hiện trọn vẹn cảm giác đó – ấm áp, gần gũi và đầy năng lượng. Với thiết kế như một ly cà phê thật, ngọn nến không chỉ là món decor độc đáo mà còn mang đến mùi hương chân thực, giúp bạn khởi đầu ngày mới sảng khoái hay tận hưởng những phút giây thư giãn như đang ngồi trong quán cà phê quen thuộc.</li>
\n</ul>
\n<strong>Điểm nổi bật:</strong>
\n<ul>
\n 	<li>Không chỉ là nến thơm, sản phẩm còn là món trang trí tinh tế, thích hợp đặt tại góc cà phê, phòng khách hoặc không gian làm việc, mang lại sự thư giãn và nhẹ nhàng.</li>
\n 	<li>Là món quà độc đáo dành cho những ai yêu thích vẻ đẹp của matcha và hương thơm thanh mát của lá trà, gửi gắm thông điệp ngọt ngào và bình yên.</li>
\n</ul>
\n<table class=""bordered"" style=""height: 155px;"" width=""906"">
\n<tbody>
\n<tr>
\n<th colspan=""2""><span style=""font-weight: 400;"">CHI TIẾT SẢN PHẨM</span></th>
\n</tr>
\n<tr>
\n<td style=""width: 150px;"">Thành phần</td>
\n<td>Sáp cọ, sáp ong, tinh dầu Mỹ cao cấp</td>
\n</tr>
\n<tr>
\n<td style=""width: 150px;"">Khối lượng</td>
\n<td>200g</td>
\n</tr>
\n<tr>
\n<td style=""width: 150px;"">Chất liệu ly</td>
\n<td>Thuỷ tinh</td>
\n</tr>
\n<tr>
\n<td style=""width: 150px;"">Nơi sản xuất</td>
\n<td>Việt Nam</td>
\n</tr>
\n</tbody>
\n</table>",,,taxable,,1,100,,notify,0,0.500,,,,1,,,,"Nến thơm cao cấp > Nến decor, Nến thơm cao cấp",,,"https://nghikigai.com/wp-content/uploads/2025/09/Nen-Matcha-Latte-01-1.webp, https://nghikigai.com/wp-content/uploads/2025/09/vn-11134207-7ras8-m60nkfss6d0700@resize_w900_nl.webp, https://nghikigai.com/wp-content/uploads/2025/09/vn-11134207-7ras8-m60nkfss3jvb2d.webp, https://nghikigai.com/wp-content/uploads/2025/09/vn-11134207-7ra0g-m6oveuz1x454a6-e1760539923985.webp, https://nghikigai.com/wp-content/uploads/2025/09/vn-11134207-7ra0g-m6ovdgffvyjl31.webp, https://nghikigai.com/wp-content/uploads/2025/09/vn-11134207-7ras8-m60nt0xbuhbqe2@resize_w900_nl.webp",,,,,,,,,0,,,"Mùi hương","Matcha Latte, Cà phê sữa",1,0
2011,variation,,,"Nến thơm cao cấp| Nến decor | Matcha Latte & Cà phê sữa (Sao chép) - Cà phê sữa",-1,0,visible,," 
\n 	
\nHãy tưởng tượng bạn vừa bước vào một tiệm cà phê nhỏ, nơi hương thơm ngọt ngào và đậm đà của những hạt cà phê mới rang tràn ngập không gian. Nến Ly Cà Phê của Nghikigai tái hiện trọn vẹn cảm giác đó – ấm áp, gần gũi và đầy năng lượng. Với thiết kế như một ly cà phê thật, ngọn nến không chỉ là món decor độc đáo mà còn mang đến mùi hương chân thực, giúp bạn khởi đầu ngày mới sảng khoái hay tận hưởng những phút giây thư giãn như đang ngồi trong quán cà phê quen thuộc.",,,taxable,parent,1,,,0,0,0.2,,,,0,,,250000,,,,https://nghikigai.com/wp-content/uploads/2025/09/vn-11134207-7ras8-m60nt0xbuhbqe2@resize_w900_nl.webp,,,AMD-PSJ-958-3-1-1-1-1-1-1-1-1,,,,,,1,,,"Mùi hương","Cà phê sữa",,0
2012,variation,,,"Nến thơm cao cấp| Nến decor | Matcha Latte & Cà phê sữa (Sao chép) - Matcha Latte",-1,0,visible,,"Dù là ly matcha latte, nhưng nến lại mang hương trà thanh tao, dịu nhẹ, mang đến cảm giác thư giãn và tươi mát như đang tận hưởng một khoảnh khắc bình yên.",,,taxable,parent,1,,,0,0,0.2,,,,0,,,250000,,,,https://nghikigai.com/wp-content/uploads/2025/09/vn-11134207-7ras8-m60nkfss6d0700@resize_w900_nl.webp,,,AMD-PSJ-958-3-1-1-1-1-1-1-1-1,,,,,,2,,,"Mùi hương","Matcha Latte",,0
2013,variable,AMD-PSJ-958-3-1-1-1-1-1-1-3,,"Nước hoa độc bản | Flora",1,1,visible,"Khi FLORA tiếp xúc với cơ thể, bạn sẽ cảm thấy như mình đang lạc giữa cánh đồng hoa rộng lớn.","<h4>Về sản phẩm</h4>
\nNước hoa độc bản (Handmade Perfume) là dòng sản phẩm mang dấu ấn riêng của Nghikigai. Dòng nước hoa thủ công thiên hoa, mang đến hương thơm nữ tính dễ chịu. Khi FLORA tiếp xúc với cơ thể, bạn sẽ cảm thấy như mình đang lạc giữa cánh đồng hoa rộng lớn.
\n<p class=""QN2lPu"">Ngoài 4 mùi signature của Nghikigai, khách hàng có thể đặt làm nước hoa theo yêu cầu (Custom Perfume) – dựa trên cá tính, câu chuyện hoặc sở thích riêng, để tạo nên một mùi hương hoàn toàn độc bản, lý tưởng làm quà tặng cao cấp.</p>
\n
\n<table class=""bordered"">
\n<tbody>
\n<tr>
\n<th colspan=""2"">CHI TIẾT SẢN PHẨM</th>
\n</tr>
\n<tr>
\n<td style=""width: 150px;""><strong>Thành phần</strong></td>
\n<td>Mỗi chai nước hoa đều được pha chế thủ công với nguyên liệu nhập khẩu chuẩn IFRA, vừa tinh tế vừa khác biệt.</td>
\n</tr>
\n<tr>
\n<td style=""width: 150px;""><strong>Khối lượng</strong></td>
\n<td>30ml</td>
\n</tr>
\n<tr>
\n<td style=""width: 150px;""><strong>Chất liệu chai</strong></td>
\n<td>Thuỷ tinh</td>
\n</tr>
\n<tr>
\n<td style=""width: 150px;""><strong>Nơi sản xuất</strong></td>
\n<td>Việt Nam</td>
\n</tr>
\n</tbody>
\n</table>",,,taxable,,1,100,,notify,0,0.500,,,,1,,,,"Nước hoa độc bản",,,https://nghikigai.com/wp-content/uploads/2025/09/NHDB-Flora-01-1.webp,,,,,,,,,0,,,Size,30ml,1,0
2014,variation,,,"Nước hoa độc bản | Flora - 30ml",1,0,visible,,,,,taxable,parent,1,,,0,0,0.2,,,,0,,,390000,,,,https://nghikigai.com/wp-content/uploads/2025/09/NHDB-Flora-01-1.webp,,,AMD-PSJ-958-3-1-1-1-1-1-1-3,,,,,,1,,,Size,30ml,,0
2018,variable,AMD-PSJ-958-3-1-1-1-1-1-1-3-1,,"Nước hoa độc bản | Tokyo",1,1,visible,"Tokyo có mùi lá thuốc lá, tạo nên chút bí ẩn và cảm giác e dè.","<h4>Về sản phẩm</h4>
\nNước hoa độc bản (Handmade Perfume) là dòng sản phẩm mang dấu ấn riêng của Nghikigai. Tokyo có mùi lá thuốc lá, tạo nên chút bí ẩn và cảm giác e dè. Đó là mùi hương liên tưởng đến khu phố có các Yakuza, biển quảng cáo neon và nhóm người tụ tập bàn tính chuyện gì đó. Mùi hương của Tokyo gây sợ hãi, nhưng đầy phấn khích. Nó dành cho những tính cách mạnh mẽ, ngoan cố, lì lợm.
\n<p class=""QN2lPu"">Ngoài 4 mùi signature của Nghikigai, khách hàng có thể đặt làm nước hoa theo yêu cầu (Custom Perfume) – dựa trên cá tính, câu chuyện hoặc sở thích riêng, để tạo nên một mùi hương hoàn toàn độc bản, lý tưởng làm quà tặng cao cấp.</p>
\n
\n<table class=""bordered"">
\n<tbody>
\n<tr>
\n<th colspan=""2"">CHI TIẾT SẢN PHẨM</th>
\n</tr>
\n<tr>
\n<td style=""width: 150px;""><strong>Thành phần</strong></td>
\n<td>Mỗi chai nước hoa đều được pha chế thủ công với nguyên liệu nhập khẩu chuẩn IFRA, vừa tinh tế vừa khác biệt.</td>
\n</tr>
\n<tr>
\n<td style=""width: 150px;""><strong>Khối lượng</strong></td>
\n<td>30ml</td>
\n</tr>
\n<tr>
\n<td style=""width: 150px;""><strong>Chất liệu chai</strong></td>
\n<td>Thuỷ tinh</td>
\n</tr>
\n<tr>
\n<td style=""width: 150px;""><strong>Nơi sản xuất</strong></td>
\n<td>Việt Nam</td>
\n</tr>
\n</tbody>
\n</table>",,,taxable,,1,100,,notify,0,0.500,,,,1,,,,"Nước hoa độc bản",,,https://nghikigai.com/wp-content/uploads/2025/09/NHDB-Tokyo-01.webp,,,,,,,,,0,,,Size,30ml,1,0
2019,variation,,,"Nước hoa độc bản | Tokyo - 30ml",1,0,visible,,,,,taxable,parent,1,,,0,0,0.2,,,,0,,,390000,,,,https://nghikigai.com/wp-content/uploads/2025/09/NHDB-Tokyo-01.webp,,,AMD-PSJ-958-3-1-1-1-1-1-1-3-1,,,,,,1,,,Size,30ml,,0
2024,variable,AMD-PSJ-958-3-1-1-1-1-1-1-3-1-1,,"Nước hoa độc bản | Hidden",1,1,visible,"Một chút hoa trên nền xạ hương, tượng trưng cho một dòng ký ức khó gọi tên.","<h4>Về sản phẩm</h4>
